SN,TITLE,CONTENT_link,DATE,VOTE
191716.0,서울시 여성 지원 서비스 홍보 및 개선 제안드립니다.,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191716,2021-11-20 00:14:53.0,7.0
191714.0,전세사기 잡을 수 있습니다,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191714,2021-11-19 22:48:43.0,1.0
191709.0,ADHD를 겪는 서울시민들을 위한 정책제안,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191709,2021-11-19 09:40:49.0,5.0
191708.0,리터러시 기본 교육을 제안합니다.,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191708,2021-11-19 02:54:36.0,5.0
191707.0,재생에너지 주민 공동체 활성화,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191707,2021-11-19 00:03:59.0,5.0
191706.0,반려동물과 함께 살아가기 위해 알아둬야 할 기초 교육,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191706,2021-11-19 00:00:26.0,5.0
191704.0,"폐전기, 전자제품 반납에 따른 마일리지 지급 정책 제안서",http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191704,2021-11-18 20:48:11.0,2.0
191703.0,실질적이고 획기적인 임산부배려석 이용방안,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191703,2021-11-18 16:00:31.0,2.0
191693.0,쓰레기통을 추가설치 건의,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191693,2021-11-16 00:06:16.0,6.0
191692.0,서울에 있는 큰 가게들에서 만큼은 주는 봉투를 땅에 묻으면 잘 분해되는 재질로 공급해주세요.,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191692,2021-11-16 00:00:27.0,5.0
191691.0,카페에서 텀블러 사용량을 늘려요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191691,2021-11-15 23:28:21.0,1.0
191690.0,물받이가 있는 음식물쓰레기통,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191690,2021-11-15 23:20:33.0,3.0
191686.0,강변북로와 올림픽대교에 휴게소를 설치하면 어떨까요.,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191686,2021-11-15 14:52:10.0,5.0
191649.0,하나부터 독도알아가기 모임,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191649,2021-11-08 14:16:15.0,1.0
191643.0,마천2구역민간공공재개발요청,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191643,2021-11-07 17:27:03.0,1.0
191640.0,청소년 놀이공간을 동별로 하나씩 만들어주세요!,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191640,2021-11-07 00:00:25.0,1.0
191625.0,장애아 및 발달장애아를 위한 통합반 개선 바랍니다,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191625,2021-11-04 00:18:58.0,2.0
191623.0,상생국민지원금과 상생소비지원금 용어의 비슷함으로 인한 불편 해소,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191623,2021-11-03 20:39:09.0,1.0
191612.0,학교 밖 청소년을 위한 청소년 관련 센터 연계 및 진로 탐색 프로그램,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191612,2021-11-03 11:56:41.0,4.0
191606.0,2022년 6월부터 시행될 1회용 컵 보증금제를 개선된 방향으로 시행해 주세요!,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191606,2021-11-03 00:41:02.0,9.0
191601.0,페트병 라벨지를 없애주세요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191601,2021-11-02 11:48:29.0,1.0
191595.0,봉제 도서관 (시민들이 참여할수있는 창작소 DDP 드림랩 재개장에 관해서,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191595,2021-11-01 12:52:33.0,2.0
191593.0,온서울 건강온에 신청지급하는 스마트밴드 외 일반 스마트워치도 참여할수 있기를,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191593,2021-11-01 11:41:13.0,1.0
191592.0,차일드존도 지켜주셔요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191592,2021-11-01 02:33:56.0,2.0
191587.0,안전신문고 신고실적 기록유지 필요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191587,2021-10-31 11:14:37.0,2.0
191579.0,저상버스와 지하철 엘레베이터 도입 등,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191579,2021-10-30 09:27:09.0,3.0
191577.0,엘리베이터 탈 때 장애인배려,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191577,2021-10-29 23:28:33.0,1.0
191576.0,"교통약자(장애인, 노인) 택시 요청 호출기(버튼) 설치 요청",http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191576,2021-10-29 22:00:13.0,3.0
191574.0,휠체어장애인의 저상버스 이용의 어려움,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191574,2021-10-29 16:56:42.0,10.0
191572.0,임산부 뱃지에 관하여,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191572,2021-10-29 14:37:35.0,1.0
191571.0,시각장애인과 휠체어 장애인을 위한 대중교통 안내방송 확대,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191571,2021-10-29 14:30:28.0,1.0
191570.0,보조기기를 사용하는 장애인이 &#39;교통약자석&#39;을 이용할 수 있도록 편의 환경을 마련해주세요!,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191570,2021-10-29 14:29:11.0,2.0
191568.0,교통약자가 누구인지에 관한 인식 개선 캠페인이 필요하다,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191568,2021-10-29 11:05:34.0,1.0
191567.0,"교통약자(장애인, 임산부, 노인 등)가 공공 기관 및 시설물 등의 고층 엘리베이터를 기다리는 동안 잠시라도 착석 가능한 밴치 설치",http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191567,2021-10-29 10:58:35.0,2.0
191566.0,버스정거장 휠체어 접근성,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191566,2021-10-29 10:52:34.0,1.0
191563.0,노상주차장과 거주자우선주차구역 구분,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191563,2021-10-29 09:21:58.0,5.0
191562.0,"지하철역사 출입구,버스정류장에 자전거,킥보드 주차 금지 구역 그림",http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191562,2021-10-29 08:30:09.0,5.0
191558.0,안전신문고의 회신문도 반드시 조치 완료 사진 첨부 필요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191558,2021-10-28 10:43:02.0,2.0
191557.0,제안(신고) 국민과 담당 공무원 개인정보 제공의 형평성 조정 필요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191557,2021-10-28 10:41:19.0,2.0
191554.0,창2동준공업지역 재개발건의,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191554,2021-10-27 21:07:26.0,70.0
191547.0,인식개선 운동,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191547,2021-10-26 13:34:14.0,1.0
191545.0,정보격차 해소를 위해 정보교육을 활성화하고 적극적인 홍보를 해주세요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191545,2021-10-26 09:05:57.0,5.0
191539.0,시각장애인의 버스 이용 환경 개선,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191539,2021-10-25 18:40:08.0,1.0
191536.0,전세사기 피해자이자 근생빌라 피해자입니다,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191536,2021-10-25 08:23:43.0,1.0
191509.0,목동선 선유고역 설치 요청드립니다!,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191509,2021-10-23 00:23:18.0,182.0
191502.0,김헌동 임명 반대,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191502,2021-10-22 11:23:56.0,4.0
191501.0,성동구치소 부지 개발 계획 원안 이행 촉구 (토지임대부주택 반대),http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191501,2021-10-22 11:14:09.0,2.0
191500.0,김헌동 SH공사 사장 절대 반대!!!,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191500,2021-10-22 09:10:18.0,7.0
191499.0,성동구치소 3500억원 세금 유용을 막아 주세요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191499,2021-10-22 09:04:20.0,3.0
191494.0,반포리체 삼풍아파트 아크로비스타 구간에 시내버스  신설등 해주세요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191494,2021-10-20 19:50:20.0,1.0
191492.0,임산부 뱃지 악용 - 정책 보완 건의사항,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191492,2021-10-20 14:37:32.0,1.0
191487.0,실버세대의 안전 운전,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191487,2021-10-19 19:15:15.0,1.0
191485.0,아이스팩 수거,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191485,2021-10-19 16:23:37.0,1.0
191483.0,서울시 1인가구 도어지킴이 건의입니다.,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191483,2021-10-18 11:17:21.0,10.0
191482.0,관광명소 비콘 설치 제안,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191482,2021-10-18 09:37:07.0,5.0
191469.0,공공형 키즈카페,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191469,2021-10-14 11:16:00.0,93.0
191466.0,강동구 쓰레기소각장(자원회수시설) 검토건 철회 바랍니다.,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191466,2021-10-13 20:41:42.0,608.0
191462.0,341번 대원여객 kd 그룹 강남역구간 노선 환원 해주세요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191462,2021-10-13 15:39:44.0,2.0
191461.0,실천이 중요합니다,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191461,2021-10-13 15:15:30.0,1.0
191454.0,남산 등산로 입구쪽 커피트럭 제안,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191454,2021-10-12 18:56:33.0,15.0
191453.0,한강 시민공원내 &#39;간이 자전거 정비&#39;소 운영 요청,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191453,2021-10-12 15:26:04.0,2.0
191450.0,남산 등산로 입구 커피트럭 존치를 제안합니다.,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191450,2021-10-12 10:13:28.0,19.0
191449.0,서울시장부터 영유아까지 물 사용량 약속하고 절약하기,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191449,2021-10-12 10:04:59.0,2.0
191448.0,‘서울사랑’에 시민들의 시 게재 필요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191448,2021-10-12 09:53:41.0,2.0
191441.0,강동 소각로 건설 반대,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191441,2021-10-09 17:10:09.0,3.0
191435.0,응암동 경남아파트 재개발 구역 편입요청,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191435,2021-10-09 13:10:23.0,56.0
191431.0,지하철 버스 환승거리 멀다,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191431,2021-10-08 06:26:29.0,5.0
191430.0,소방법위반,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191430,2021-10-08 03:34:56.0,5.0
191429.0,홍은교~독립문 지하터널 건설 필요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191429,2021-10-08 00:55:30.0,5.0
191415.0,"공유 전동킥보드, 해외 도시처럼 체계적으로 관리·감독 해주세요!!",http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191415,2021-10-05 16:25:21.0,19.0
191412.0,환경을 고려한 디지털 교과서로의 전환,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191412,2021-10-05 11:49:17.0,1.0
191411.0,치매. 정신지체 장애인 실종예방,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191411,2021-10-05 11:38:33.0,1.0
191408.0,위안부 문제 등을 양심적으로 증언하는 일본인 지원 필요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191408,2021-10-05 07:46:27.0,2.0
191407.0,"서울시청(구청, 동 포함) 전화번호에 문자 송수신이 가능하게 함",http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191407,2021-10-04 19:01:28.0,2.0
191402.0,산림 보호로 일자리 창출 제안,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191402,2021-10-04 11:49:29.0,2.0
191399.0,친환경 포장용기 이용 가게에 인센티브 제공하고 서울시민들이 친환경포장용기를 이용하는 가게를 쉽게 알 수 있게 해주세요!,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191399,2021-10-02 15:24:43.0,21.0
191396.0,인간발전기 설치·운영,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191396,2021-10-02 11:09:01.0,2.0
191391.0,밀키트 과대포장을 규제해주세요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191391,2021-10-01 19:10:14.0,1.0
191388.0,아동 청소년을 위한 방과후 활동과 돌봄을 위해 지역 공간 개방에 대한 개선방안 마련,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191388,2021-09-30 22:26:16.0,2.0
191385.0,준공업지역에 대한 과도한 용적율제한 규제를 풀어주세요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191385,2021-09-30 20:04:16.0,6.0
191384.0,코로나 시대 발달장애청소년들의 교육공백 해소를 위한 방안 관련,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191384,2021-09-30 20:02:19.0,4.0
191380.0,코로나시대의 청각장애인 삶의 개선 방안,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191380,2021-09-30 15:27:10.0,2.0
191378.0,범죄에 직결되는 흡연문제 해결 필요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191378,2021-09-30 12:21:56.0,7.0
191368.0,다중이용시설 통로는 우측보행 홍보 필요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191368,2021-09-29 11:23:12.0,2.0
191367.0,보행 약자를 위한 인도 확보 방안,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191367,2021-09-29 11:21:01.0,2.0
191365.0,정책분류보기에 교육이라는 카테고리,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191365,2021-09-29 02:07:10.0,1.0
191364.0,시내버스 몰림운행 기사 과태료 부과해주세요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191364,2021-09-29 01:36:18.0,8.0
191362.0,쓰레기통을 많이 배치해주세요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191362,2021-09-28 17:52:48.0,1.0
191360.0,중증장애인의 코로나로 인한 외부활동 제한에 따른 대체 활동방안 모색,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191360,2021-09-28 15:07:27.0,2.0
191359.0,렌탈바우처 제도 개선,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191359,2021-09-28 15:00:25.0,1.0
191356.0,황토길 만들어 주세요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191356,2021-09-28 10:30:35.0,5.0
191347.0,서울시도 국민지원금 전액 지급을 검토해야합니다.,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191347,2021-09-27 16:08:52.0,1.0
191332.0,세계 각 국의 관광객이 서울역으로지나가면서  서계동 지역을 보았을때,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191332,2021-09-24 20:03:25.0,11.0
191329.0,서울시의 신속통합기획에 &#34;서계동 구 개선지구&#34;가 포함된 전체가 통합재개발 될 수 있도록 제안드립니다,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191329,2021-09-24 18:21:55.0,123.0
191324.0,12% 국민지원금국서울시에서 지급검토 요청,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191324,2021-09-24 18:08:27.0,2.0
191322.0,양천구 신월1동 공공재개발 지정해 주시기 바랍니다.,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191322,2021-09-24 15:30:23.0,1.0
191320.0,옛 성동구치소 공공기여부지 활용방안 제안,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191320,2021-09-24 15:03:17.0,1.0
191318.0,회차로 개설,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191318,2021-09-24 12:04:41.0,5.0
191307.0,집으로 오는 치료서비스,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191307,2021-09-23 13:34:36.0,2.0
191302.0,"‘어린이 대공원’ 3.5Km 순환도로 등 주요 보행로의 시멘트, 벽돌, 아스팔트 포장을 걷어내고 흙길(황톳길)로 조성하여, 어린이들은 물론 서울시민들의 건강한 산책로 및 놀이터로 승화시켜 주십시오",http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191302,2021-09-23 07:55:34.0,100.0
191301.0,재난지원금 공평한 지급과 공평한 세금 부과,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191301,2021-09-23 01:17:27.0,3.0
191289.0,해치 캐릭터를 상품화 해주세요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191289,2021-09-20 23:56:16.0,3.0
191285.0,서울시가 진행하는 '용기내 챌린지',http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191285,2021-09-20 16:44:08.0,2.0
191281.0,서울시장에게 바랍니다. 재난지원금 서울시민 전원에게 지급해 주세요,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191281,2021-09-19 10:57:35.0,2.0
191279.0,순환자원 회수로봇 설치를 확대해주세요!,http://democracy.seoul.go.kr/front/freeSuggest/view.do?sn=191279,2021-09-19 01:12:50.0,1.0
